Datetime,Open,High,Low,Close,Adj Close,Volume
2021-09-14 00:00:00+01:00,45063.7734375,45131.9453125,45063.7734375,45118.6796875,45118.6796875,0
2021-09-14 00:05:00+01:00,45102.7265625,45129.73828125,45088.70703125,45088.70703125,45088.70703125,0
2021-09-14 00:10:00+01:00,45067.62890625,45089.78515625,45045.69921875,45045.69921875,45045.69921875,0
2021-09-14 00:15:00+01:00,45015.2421875,45033.32421875,45008.203125,45008.203125,45008.203125,0
2021-09-14 00:20:00+01:00,44974.86328125,44974.86328125,44856.49609375,44856.49609375,44856.49609375,0
2021-09-14 00:25:00+01:00,44893.7734375,44910.62890625,44893.7734375,44905.28125,44905.28125,76206080
2021-09-14 00:30:00+01:00,44913.83203125,44955.8359375,44913.83203125,44951.609375,44951.609375,16207872
2021-09-14 00:35:00+01:00,44960.375,45033.58984375,44960.375,45033.58984375,45033.58984375,87896064
2021-09-14 00:40:00+01:00,45006.28125,45042.4453125,45003.1015625,45042.4453125,45042.4453125,18022400
2021-09-14 00:45:00+01:00,45030.93359375,45041.0390625,45019.23046875,45040.36328125,45040.36328125,34062336
2021-09-14 00:50:00+01:00,45049.3828125,45063.4140625,45049.3828125,45049.87890625,45049.87890625,40796160
2021-09-14 00:55:00+01:00,45015.12109375,45015.12109375,44963.07421875,44963.07421875,44963.07421875,0
2021-09-14 01:00:00+01:00,44960.05078125,44976.19140625,44860.2734375,44860.2734375,44860.2734375,0
2021-09-14 01:05:00+01:00,44944.33203125,45026.1953125,44889.69921875,44889.69921875,44889.69921875,94146560
2021-09-14 01:10:00+01:00,44915.10546875,45052.38671875,44915.10546875,45052.38671875,45052.38671875,121491456
2021-09-14 01:15:00+01:00,45097.66015625,45277.44140625,45097.66015625,45138.80078125,45138.80078125,179965952
2021-09-14 01:20:00+01:00,45066.5859375,45066.5859375,44934.39453125,44934.39453125,44934.39453125,0
2021-09-14 01:25:00+01:00,44930.55078125,44930.55078125,44752.33203125,44868.01953125,44868.01953125,0
2021-09-14 01:30:00+01:00,44894.015625,45023.66015625,44894.015625,45023.66015625,45023.66015625,198582272
2021-09-14 01:35:00+01:00,44994.6875,45131.12109375,44994.6875,45056.66796875,45056.66796875,82505728
2021-09-14 01:40:00+01:00,45090.60546875,45115.2890625,45089.4140625,45096.26953125,45096.26953125,0
2021-09-14 01:45:00+01:00,45069.03515625,45151.62890625,45069.03515625,45147.60546875,45147.60546875,0
2021-09-14 01:50:00+01:00,45154.515625,45184.76171875,45151.66015625,45184.76171875,45184.76171875,1589248
2021-09-14 01:55:00+01:00,45164.171875,45210.4453125,45164.171875,45201.953125,45201.953125,19525632
2021-09-14 02:00:00+01:00,45183.25390625,45198.65625,45153.64453125,45153.64453125,45153.64453125,0
2021-09-14 02:05:00+01:00,45123.71875,45140.68359375,45123.71875,45131.08984375,45131.08984375,0
2021-09-14 02:10:00+01:00,45130.03125,45199.0,45130.03125,45193.484375,45193.484375,27701248
2021-09-14 02:15:00+01:00,45247.70703125,45283.953125,45241.04296875,45283.953125,45283.953125,299806720
2021-09-14 02:20:00+01:00,45273.3984375,45353.04296875,45273.3984375,45341.9296875,45341.9296875,125534208
2021-09-14 02:25:00+01:00,45294.1953125,45294.1953125,45269.7265625,45271.51953125,45271.51953125,176074752
2021-09-14 02:30:00+01:00,45266.828125,45277.96875,45266.40234375,45266.40234375,45266.40234375,0
2021-09-14 02:35:00+01:00,45267.734375,45267.734375,45236.61328125,45236.61328125,45236.61328125,0
2021-09-14 02:40:00+01:00,45226.7265625,45226.7265625,45188.3984375,45190.2421875,45190.2421875,0
2021-09-14 02:45:00+01:00,45174.6875,45184.890625,45151.06640625,45151.06640625,45151.06640625,19255296
2021-09-14 02:50:00+01:00,45150.6328125,45188.67578125,45150.6328125,45188.67578125,45188.67578125,0
2021-09-14 02:55:00+01:00,45192.1953125,45222.4140625,45156.5078125,45156.5078125,45156.5078125,0
2021-09-14 03:00:00+01:00,45160.41796875,45167.78515625,45140.76953125,45147.90234375,45147.90234375,0
2021-09-14 03:05:00+01:00,45141.6484375,45168.8515625,45139.8828125,45139.8828125,45139.8828125,0
2021-09-14 03:10:00+01:00,45140.53515625,45140.53515625,45080.89453125,45080.89453125,45080.89453125,0
2021-09-14 03:15:00+01:00,45074.1484375,45090.37109375,45048.7265625,45048.7265625,45048.7265625,21827584
2021-09-14 03:20:00+01:00,45015.0859375,45064.02734375,45015.0859375,45041.48828125,45041.48828125,0
2021-09-14 03:25:00+01:00,45013.55078125,45062.75,45013.55078125,45061.71875,45061.71875,42782720
2021-09-14 03:30:00+01:00,45061.58984375,45061.58984375,45010.6875,45010.6875,45010.6875,0
2021-09-14 03:35:00+01:00,45019.58203125,45106.60546875,45019.58203125,45068.50390625,45068.50390625,9887744
2021-09-14 03:40:00+01:00,45079.11328125,45079.11328125,45066.84765625,45066.84765625,45066.84765625,62767104
2021-09-14 03:45:00+01:00,45152.66796875,45181.8984375,45110.60546875,45110.60546875,45110.60546875,46813184
2021-09-14 03:50:00+01:00,45109.765625,45115.78515625,45088.66796875,45088.66796875,45088.66796875,0
2021-09-14 03:55:00+01:00,45083.48046875,45107.91015625,45073.90625,45107.91015625,45107.91015625,0
2021-09-14 04:00:00+01:00,45085.078125,45147.265625,45085.078125,45147.265625,45147.265625,0
2021-09-14 04:05:00+01:00,45170.94140625,45170.94140625,45152.12109375,45152.125,45152.125,22921216
2021-09-14 04:10:00+01:00,45164.03515625,45164.03515625,45135.0390625,45135.0390625,45135.0390625,0
2021-09-14 04:15:00+01:00,45106.08203125,45156.828125,45106.08203125,45156.828125,45156.828125,52977664
2021-09-14 04:20:00+01:00,45163.44140625,45163.44140625,45140.125,45156.34375,45156.34375,36225024
2021-09-14 04:25:00+01:00,45145.0859375,45145.0859375,45126.8125,45138.87109375,45138.87109375,0
2021-09-14 04:30:00+01:00,45197.4921875,45218.109375,45197.4921875,45203.21875,45203.21875,70430720
2021-09-14 04:35:00+01:00,45219.3046875,45219.3046875,45185.0859375,45217.5859375,45217.5859375,20393984
2021-09-14 04:40:00+01:00,45248.34375,45290.703125,45248.34375,45290.703125,45290.703125,0
2021-09-14 04:45:00+01:00,45299.95703125,45325.390625,45291.46875,45325.390625,45325.390625,68808704
2021-09-14 04:50:00+01:00,45326.109375,45326.109375,45278.30078125,45285.0078125,45285.0078125,13266944
2021-09-14 04:55:00+01:00,45287.88671875,45287.88671875,45225.58984375,45228.8046875,45228.8046875,19316736
2021-09-14 05:00:00+01:00,45242.1015625,45242.1015625,45211.6875,45223.328125,45223.328125,0
2021-09-14 05:05:00+01:00,45240.1875,45254.4609375,45225.72265625,45254.4609375,45254.4609375,7901184
2021-09-14 05:10:00+01:00,45280.8046875,45325.3125,45280.8046875,45316.66796875,45316.66796875,765394944
2021-09-14 05:15:00+01:00,45332.5859375,45352.99609375,45319.17578125,45322.734375,45322.734375,39288832
2021-09-14 05:20:00+01:00,45323.59375,45330.86328125,45315.0546875,45315.8828125,45315.8828125,28164096
2021-09-14 05:25:00+01:00,45315.4609375,45315.4609375,45276.328125,45276.63671875,45276.63671875,0
2021-09-14 05:30:00+01:00,45290.703125,45290.703125,45279.23828125,45280.296875,45280.296875,10670080
2021-09-14 05:35:00+01:00,45269.59765625,45279.87109375,45266.5546875,45272.1171875,45272.1171875,1011712
2021-09-14 05:40:00+01:00,45295.02734375,45295.0859375,45276.15625,45276.15625,45276.15625,60702720
2021-09-14 05:45:00+01:00,45295.2734375,45305.71484375,45240.7421875,45240.7421875,45240.7421875,5603328
2021-09-14 05:50:00+01:00,45245.0625,45255.30859375,45234.04296875,45234.04296875,45234.04296875,0
2021-09-14 05:55:00+01:00,45221.86328125,45226.47265625,45124.78125,45125.74609375,45125.74609375,15319040
2021-09-14 06:00:00+01:00,45130.97265625,45155.30078125,45130.97265625,45146.38671875,45146.38671875,103292928
2021-09-14 06:05:00+01:00,45148.05859375,45153.6015625,45144.25390625,45147.25390625,45147.25390625,0
2021-09-14 06:10:00+01:00,45148.8671875,45149.25390625,45115.796875,45115.796875,45115.796875,43384832
2021-09-14 06:15:00+01:00,45119.64453125,45137.1796875,45118.43359375,45137.1796875,45137.1796875,0
2021-09-14 06:20:00+01:00,45129.52734375,45141.7421875,45129.52734375,45141.7421875,45141.7421875,41549824
2021-09-14 06:25:00+01:00,45148.53515625,45238.640625,45148.53515625,45238.640625,45238.640625,61476864
2021-09-14 06:30:00+01:00,45235.53515625,45288.40625,45235.53515625,45264.22265625,45264.22265625,62787584
2021-09-14 06:35:00+01:00,45265.05859375,45265.05859375,45215.85546875,45215.85546875,45215.85546875,5906432
2021-09-14 06:40:00+01:00,45213.609375,45231.953125,45209.421875,45231.953125,45231.953125,60825600
2021-09-14 06:45:00+01:00,45264.203125,45266.84765625,45258.29296875,45258.29296875,45258.29296875,0
2021-09-14 06:50:00+01:00,45244.65234375,45244.65234375,45228.58203125,45235.4140625,45235.4140625,0
2021-09-14 06:55:00+01:00,45258.5625,45265.734375,45255.3671875,45265.734375,45265.734375,50909184
2021-09-14 07:00:00+01:00,45262.40625,45288.015625,45221.8671875,45221.8671875,45221.8671875,0
2021-09-14 07:05:00+01:00,45219.265625,45262.09375,45219.265625,45255.171875,45255.171875,10809344
2021-09-14 07:10:00+01:00,45258.70703125,45281.3828125,45257.65625,45257.65625,45257.65625,57081856
2021-09-14 07:15:00+01:00,45257.4609375,45331.63671875,45257.4609375,45331.63671875,45331.63671875,60821504
2021-09-14 07:20:00+01:00,45301.4296875,45301.4296875,45247.0625,45247.0625,45247.0625,26398720
2021-09-14 07:25:00+01:00,45224.53125,45245.2890625,45215.19140625,45215.19140625,45215.19140625,16429056
2021-09-14 07:30:00+01:00,45235.89453125,45235.89453125,45194.0,45211.734375,45211.734375,11976704
2021-09-14 07:35:00+01:00,45235.2421875,45235.2421875,45209.640625,45214.73828125,45214.73828125,17592320
2021-09-14 07:40:00+01:00,45242.6953125,45421.625,45228.6015625,45421.625,45421.625,107126784
2021-09-14 07:45:00+01:00,45627.6875,45627.6875,45282.94140625,45282.94140625,45282.94140625,179310592
2021-09-14 07:50:00+01:00,45351.2421875,45411.28515625,45351.2421875,45411.28515625,45411.28515625,102092800
2021-09-14 07:55:00+01:00,45429.84375,45507.0859375,45409.23046875,45507.0859375,45507.0859375,57016320
2021-09-14 08:00:00+01:00,45605.49609375,45850.27734375,45605.49609375,45739.9296875,45739.9296875,226643968
2021-09-14 08:05:00+01:00,45738.5078125,45828.828125,45738.5078125,45828.828125,45828.828125,57929728
2021-09-14 08:10:00+01:00,45782.0,45811.921875,45780.23046875,45805.88671875,45805.88671875,91054080
2021-09-14 08:15:00+01:00,45777.24609375,45777.24609375,45699.7734375,45726.9296875,45726.9296875,0
2021-09-14 08:20:00+01:00,45738.37109375,45738.37109375,45713.27734375,45716.34375,45716.34375,0
2021-09-14 08:25:00+01:00,45713.71484375,45788.94921875,45713.71484375,45787.484375,45787.484375,3424256
2021-09-14 08:30:00+01:00,45801.28515625,45801.28515625,45737.11328125,45737.11328125,45737.11328125,0
2021-09-14 08:35:00+01:00,45717.9453125,45717.9453125,45685.50390625,45691.125,45691.125,0
2021-09-14 08:40:00+01:00,45684.1171875,45684.1171875,45652.31640625,45652.31640625,45652.31640625,84684800
2021-09-14 08:45:00+01:00,45653.9921875,45701.4296875,45653.9921875,45667.1875,45667.1875,0
2021-09-14 08:50:00+01:00,45670.33984375,45711.0390625,45670.33984375,45692.125,45692.125,4542464
2021-09-14 08:55:00+01:00,45695.35546875,45769.41796875,45695.35546875,45769.41796875,45769.41796875,57581568
2021-09-14 09:00:00+01:00,45781.2734375,45793.296875,45755.61328125,45764.05078125,45764.05078125,0
2021-09-14 09:05:00+01:00,45741.20703125,45780.203125,45718.72265625,45762.6875,45762.6875,50016256
2021-09-14 09:10:00+01:00,45806.21875,45834.09765625,45785.66796875,45834.09765625,45834.09765625,0
2021-09-14 09:15:00+01:00,45838.73828125,45855.4296875,45810.63671875,45810.76953125,45810.76953125,0
2021-09-14 09:20:00+01:00,45807.4765625,45846.50390625,45806.8203125,45846.50390625,45846.50390625,0
