1630368000,46981,46990.4,46991.1,46860.5,43.59657087,2045982.071225146
1630368300,46989.9,47098.1,47137.3,46972.9,46.73190481,2199630.450304235
1630368600,47098,47088.9,47136.9,47000.3,26.94502537,1268509.10233798
1630368900,47097,46933.9,47097.1,46912,42.1455497,1979510.939655036
1630369200,46933.9,46847.8,46933.9,46802,31.40442775,1470913.266053192
1630369500,46847.8,46737.1,46867.3,46733.8,53.97332697,2524501.101012164
1630369800,46737.2,46762.7,46877.1,46702.6,44.17391679,2066593.048277166
1630370100,46762.8,46729.7,46871.8,46729.6,21.1748384,990893.118474259
1630370400,46729.8,46728,46811.1,46688.9,29.9262861,1398532.027987037
1630370700,46737.8,46868.1,46877.8,46701.5,22.05834441,1032004.113265912
1630371000,46868.1,46898.9,46913,46844.7,26.74886704,1253946.880501798
1630371300,46898.9,46847.3,46906.8,46818.8,11.74440125,550434.764395284
1630371600,46847.3,46950.4,46950.4,46740.1,27.41025477,1284460.745921132
1630371900,46950.3,46864.3,46983.5,46856,22.05190918,1034242.617635727
1630372200,46864.4,46958.6,46962.7,46864.3,12.54893539,588896.037436136
1630372500,46958.6,46993,46993,46897.1,12.94362634,607541.275820277
1630372800,46993,46935.8,47001,46928.1,15.27299767,717210.974693341
1630373100,46935.8,46911,46945.2,46910,6.06083203,284400.779943962
1630373400,46911,46958.1,46962.5,46867,8.95201303,419887.212494534
1630373700,46958.2,46855.2,46958.3,46843.3,10.44323921,489849.065781563
1630374000,46861.2,46894.1,46901.9,46841.2,8.89270894,416754.311479877
1630374300,46894.1,46833.7,46894.1,46780,15.25866393,714549.697165399
1630374600,46833.8,46930,46930.5,46833.8,8.50067125,398502.283553057
1630374900,46930.1,46876.7,46930.1,46837.7,7.11925932,333752.963467829
1630375200,46876.8,46802.5,46877.3,46794.9,7.69628498,360466.638847532
1630375500,46802.5,46777.7,46869.9,46777.7,9.26951032,434007.19068776
1630375800,46777.7,46829.5,46829.5,46757,13.93323877,651802.077798141
1630376100,46829.5,46889.7,46892.9,46815.3,7.93545338,371883.573661982
1630376400,46889.6,46939.9,46941.7,46871.4,10.65749475,499881.437611285
1630376700,46939.9,47037.6,47052.8,46939.9,34.31744549,1613524.574759366
1630377000,47037.6,46977.3,47043.7,46934.6,18.51225757,870085.120835434
1630377300,46976.5,46994.4,46994.4,46935.6,10.49855608,492948.799534467
1630377600,46996.6,46976.9,46998,46926.9,10.1185375,475154.77441364
1630377900,46976.8,47012.3,47012.3,46957.5,12.18310387,572359.699075335
1630378200,47014.2,46948.5,47014.2,46931.3,34.90786699,1639247.06370405
1630378500,46948.5,47020.2,47020.2,46917.8,5.51053005,258724.067719571
1630378800,47020.8,47051,47081.4,46971.1,10.18040684,478912.741357305
1630379100,47051,47037.2,47051.1,47007.8,8.08939187,380406.959791478
1630379400,47037.3,47091.4,47094.4,47023.8,13.08704674,615800.59419784
1630379700,47091.3,47107,47108,47051,10.87924267,512186.042655116
1630380000,47107,47158.6,47165.1,47107,12.52520572,590444.80425047
1630380300,47158.6,47143.8,47158.6,47105.7,13.1685239,620621.254951495
1630380600,47143.7,47112.5,47143.8,47112.5,10.93333288,515185.991142365
1630380900,47112.5,47082.9,47112.6,47079.6,4.94134152,232704.314100889
1630381200,47082.9,47082.2,47087.8,47038.2,8.59125827,404392.530501727
1630381500,47082.2,47082.3,47128,47076.6,10.2428327,482492.168135749
1630381800,47082.4,47156.5,47208,47076,18.5763648,875949.742366339
1630382100,47156.6,47149.9,47192.8,47140.5,13.58366022,640707.307972023
1630382400,47149.9,47149.9,47150,47075,12.06405445,568396.185582259
1630382700,47149.9,47220.8,47230.9,47106.5,20.23105671,954195.641271305
1630383000,47213.5,47258.2,47276.1,47184.5,11.66049715,550863.298183366
1630383300,47258.3,47207.5,47262.7,47205.2,5.64976787,266820.490865481
1630383600,47207.5,47210.1,47272.4,47199.5,9.12975196,431238.236348367
1630383900,47210,47205.1,47235.3,47203.1,9.19679297,434219.384898371
1630384200,47205.1,47235.5,47255.9,47194.7,7.29221201,344353.170096786
1630384500,47235.4,47262.3,47297.1,47233.6,8.92750959,422038.869915766
1630384800,47261.1,47187.8,47277.3,47186.7,8.17271952,385955.609615532
1630385100,47187.9,47100.2,47222.8,47100.1,9.49313711,447810.254804024
1630385400,47100.1,47039.2,47126.9,47004.2,20.74209361,976241.098827541
1630385700,47042.1,47058.7,47101.8,47042.1,6.22909576,293232.437598818
1630386000,47058.8,47071.9,47097.6,47008.8,12.13084291,570690.99721702
1630386300,47069.4,47039.8,47123.1,47037.8,7.84953637,369605.043328296
1630386600,47039.8,47094.9,47118,47039.8,8.08419079,380745.370852685
1630386900,47094.9,47110.1,47134.7,47087.3,12.10212809,570201.467001451
1630387200,47110.1,47183,47202,47110,19.09688861,900697.674970498
1630387500,47183,47182.2,47184.3,47125,8.3680313,394592.254373487
1630387800,47182.2,47164,47194.5,47134.4,6.77651379,319632.543888038
1630388100,47164.1,47104.1,47194.5,47104,8.90853816,420084.02691169
1630388400,47100.4,47184.5,47200,47100.4,16.93368609,798386.980331042
1630388700,47184,47173.3,47196.3,47150.8,3.86870396,182511.882840089
1630389000,47173.2,47127.6,47173.3,47127.6,7.53180975,355081.368180202
1630389300,47125,47146.5,47176.8,47119.4,9.25179895,436313.357148876
1630389600,47146.5,47201.2,47210.2,47130.6,9.97427625,470651.253418333
1630389900,47201.2,47215,47239,47189.2,6.55924802,309729.260461271
1630390200,47215,47154.8,47226.9,47150,6.65862288,314125.818768436
